statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,default_profile_image,geo_enabled,profile_use_background_image,utc_offset,is_translator,protected,verified,followers_friends_ratio,friends_followers_ratio,friends_followers_gap,account_age_days,tweets_per_day,statuses_followers_ratio,statuses_friends_ratio,favourites_statuses_ratio,has_description,description_length,description_has_spam_keyword,description_has_url,name_length,screen_name_length,screen_name_digit_ratio,screen_name_has_digits,screen_name_has_spam_keyword,spam_keyword_count,label
22275,588,561,325,0,,,1.0,1.0,-14400.0,,,,1.0462633451957295,0.9524617996604414,-27,1854.0,12.014563106796116,37.81833616298812,39.63523131672598,0.0145896929430777,1,1,0,0,7,7,0.2857142857142857,1,0,0,0
3886,81,218,0,4,1.0,1.0,1.0,1.0,-14400.0,,,,0.3698630136986301,2.658536585365854,137,863.0,4.502896871378911,47.39024390243903,17.744292237442924,0.0,0,0,0,0,13,9,0.1111111111111111,1,0,0,0
157,23,102,23,0,1.0,,,1.0,,,,,0.2233009708737864,4.25,79,1236.0,0.1270226537216828,6.541666666666667,1.5242718446601942,0.1455696202531645,0,0,0,0,13,12,0.0,0,0,0,0
1,228,619,0,0,,,,,,,,,0.3677419354838709,2.703056768558952,391,,,0.0043668122270742,0.0016129032258064,0.0,0,0,0,0,5,9,0.2222222222222222,1,0,0,1
10253,931,441,104,2,,,1.0,1.0,,,,,2.10633484162896,0.473175965665236,-490,983.0,10.43031536113937,11.00107296137339,23.19683257918552,0.0101423834601131,1,11,0,0,1,6,0.0,0,0,0,0
58,4,39,0,0,,,,1.0,,,,,0.1,7.8,35,61.0,0.9508196721311476,11.6,1.45,0.0,0,0,0,0,12,11,0.0,0,0,0,1
78,5,55,0,0,,,,1.0,,,,,0.0892857142857142,9.166666666666666,50,75.0,1.04,13.0,1.3928571428571428,0.0,0,0,0,0,16,15,0.0,0,0,0,1
11334,349,348,2465,4,,,,1.0,7200.0,,,,1.0,0.9942857142857144,-1,1599.0,7.088180112570356,32.38285714285714,32.4756446991404,0.2174680194089104,1,85,0,0,5,10,0.0,0,0,0,0
350,5737,6029,0,5,,,,1.0,10800.0,,,,0.9514096185737976,1.0507145346810736,292,873.0,0.4009163802978236,0.0609968630184733,0.0580431177446102,0.0,1,40,0,0,13,12,0.0,0,0,0,1
169,254,427,45,8,,,,,,,,,0.5934579439252337,1.674509803921569,173,,,0.6627450980392157,0.3948598130841121,0.2647058823529412,1,147,0,0,9,9,0.0,0,0,0,1
72,10,39,0,0,,,,1.0,,,,,0.25,3.5454545454545454,29,73.0,0.9863013698630136,6.545454545454546,1.8,0.0,0,0,0,0,16,15,0.0,0,0,0,1
67,4,32,0,0,,,,1.0,,,,,0.1212121212121212,6.4,28,72.0,0.9305555555555556,13.4,2.0303030303030303,0.0,0,0,0,0,16,15,0.0,0,0,0,1
28927,3268,1113,12391,17,,,1.0,,-25200.0,,,,2.933572710951526,0.3404710920770878,-2155,380.0,76.12368421052632,8.848883450596512,25.96678635547576,0.4283393252212389,1,27,0,0,6,13,0.0,0,0,0,0
12324,1218,795,0,8,,,,1.0,-18000.0,,,,1.530150753768844,0.6521739130434783,-423,1015.0,12.141871921182268,10.109926168990976,15.482412060301508,0.0,1,86,0,1,15,12,0.0,0,0,0,1
3192,93,227,1291,0,,,,1.0,3600.0,,,,0.4078947368421052,2.4148936170212765,134,991.0,3.220988900100908,33.95744680851064,14.0,0.4043219542749765,1,51,0,0,15,13,0.0,0,0,0,0
55,6,36,0,0,,,,1.0,,,,,0.1621621621621621,5.142857142857143,30,62.0,0.8870967741935484,7.857142857142857,1.4864864864864864,0.0,0,0,0,0,15,14,0.0,0,0,0,1
85215,639,38,16625,6,,,1.0,1.0,-25200.0,,,,16.384615384615383,0.059375,-601,1112.0,76.63219424460432,133.1484375,2185.0,0.195092470897484,1,14,0,0,5,14,0.1428571428571428,1,0,0,0
65,6,42,0,0,,,,1.0,,,,,0.1395348837209302,6.0,36,74.0,0.8783783783783784,9.285714285714286,1.5116279069767442,0.0,0,0,0,0,10,9,0.0,0,0,0,1
12,265,263,0,5,,,1.0,1.0,-14400.0,,,,1.003787878787879,0.9887218045112782,-2,2380.0,0.0050420168067226,0.0451127819548872,0.0454545454545454,0.0,1,116,1,0,19,14,0.0,0,0,1,1
32374,333,192,10396,0,,,1.0,1.0,-25200.0,,,,1.7253886010362691,0.5748502994011976,-141,1426.0,22.70266479663394,96.92814371257484,167.74093264248705,0.3211119691119691,1,37,0,0,7,14,0.0,0,0,0,0
35436,1877,731,114,35,1.0,,1.0,1.0,-18000.0,,,,2.564207650273224,0.3892438764643237,-1146,1293.0,27.406032482598608,18.869009584664536,48.40983606557377,0.0032169766063718,1,157,0,0,12,13,0.0,0,0,0,0
51,7,37,0,2,,,,1.0,,,,,0.1842105263157894,4.625,30,66.0,0.7727272727272727,6.375,1.3421052631578947,0.0,0,0,0,0,9,8,0.0,0,0,0,1
12732,1149,932,1,16,,,,1.0,-14400.0,,,,1.2315112540192923,0.8104347826086956,-217,1397.0,9.113815318539729,11.071304347826088,13.646302250803858,7.853608733212911e-05,1,58,0,0,16,11,0.1818181818181818,1,0,0,1
2857,1885,2064,12051,5,1.0,,1.0,1.0,,,,,0.9128329297820824,1.0943796394485683,179,1688.0,1.6925355450236967,1.514846235418876,1.3835351089588377,4.216585024492653,1,156,0,0,12,14,0.1428571428571428,1,0,0,0
116,607,494,0,139,,,,1.0,-14400.0,,,,1.2262626262626262,0.8125,-113,2397.0,0.0483938256153525,0.1907894736842105,0.2343434343434343,0.0,1,102,1,0,18,13,0.0769230769230769,1,0,1,1
45,6,45,0,0,,,,1.0,,,,,0.1304347826086956,6.428571428571429,39,58.0,0.7758620689655172,6.428571428571429,0.9782608695652174,0.0,0,0,0,0,15,14,0.0,0,0,0,1
85,7,45,0,0,,,,1.0,,,,,0.1521739130434782,5.625,38,74.0,1.148648648648649,10.625,1.8478260869565215,0.0,0,0,0,0,15,14,0.0,0,0,0,1
1,175,589,0,1,,,,,,,,,0.2966101694915254,3.346590909090909,414,,,0.0056818181818181,0.0016949152542372,0.0,0,0,0,0,9,13,0.1538461538461538,1,0,0,1
68,3,44,0,0,,1.0,,1.0,,,,,0.0666666666666666,11.0,41,72.0,0.9444444444444444,17.0,1.511111111111111,0.0,0,0,0,0,11,10,0.0,0,0,0,1
19452,2340,302,2220,1,,,1.0,1.0,-28800.0,,,,7.722772277227722,0.1290046988466467,-2038,1999.0,9.730865432716358,8.309269542930371,64.1980198019802,0.1141212152367244,1,13,0,0,1,14,0.0,0,0,0,0
43,1,43,0,0,,,,1.0,,,,,0.0227272727272727,21.5,42,67.0,0.6417910447761194,21.5,0.9772727272727272,0.0,0,0,0,0,10,9,0.0,0,0,0,1
1,520,494,0,7,,,1.0,1.0,-14400.0,,,,1.0505050505050506,0.9481765834932822,-26,2372.0,0.0004215851602023,0.0019193857965451,0.002020202020202,0.0,1,97,1,0,13,12,0.0,0,0,1,1
48,3,35,0,0,,,,1.0,,,,,0.0833333333333333,8.75,32,57.0,0.8421052631578947,12.0,1.3333333333333333,0.0,0,0,0,0,15,14,0.0,0,0,0,1
59,3,37,0,0,,,,1.0,,,,,0.0789473684210526,9.25,34,65.0,0.9076923076923076,14.75,1.5526315789473684,0.0,0,0,0,0,15,14,0.0,0,0,0,1
36,3,35,0,0,,,,1.0,,,,,0.0833333333333333,8.75,32,54.0,0.6666666666666666,9.0,1.0,0.0,0,0,0,0,14,13,0.0,0,0,0,1
45,5,41,0,0,,,,1.0,,,,,0.119047619047619,6.833333333333333,36,52.0,0.8653846153846154,7.5,1.0714285714285714,0.0,0,0,0,0,14,13,0.0,0,0,0,1
47,5,38,0,0,,,,1.0,,,,,0.1282051282051282,6.333333333333333,33,57.0,0.8245614035087719,7.833333333333333,1.205128205128205,0.0,0,0,0,0,13,12,0.0,0,0,0,1
2,147,743,0,0,,,,,,,,,0.1975806451612903,5.02027027027027,596,,,0.0135135135135135,0.0026881720430107,0.0,0,0,0,0,6,10,0.2,1,0,0,1
21,91,381,0,0,,,,,,,,,0.2382198952879581,4.141304347826087,290,,,0.2282608695652173,0.0549738219895288,0.0,0,0,0,0,3,5,0.4,1,0,0,1
42,3,40,0,0,,,,1.0,,,,,0.073170731707317,10.0,37,59.0,0.711864406779661,10.5,1.024390243902439,0.0,0,0,0,0,11,10,0.0,0,0,0,1
6089,171,169,4165,0,,,1.0,1.0,-25200.0,,,,1.0058823529411764,0.9825581395348836,-2,1567.0,3.885768985322272,35.40116279069768,35.81764705882353,0.6839080459770115,1,30,0,0,13,9,0.0,0,0,0,0
114,364,242,0,12,,,1.0,1.0,-14400.0,,,,1.4979423868312758,0.663013698630137,-122,2566.0,0.044427123928293,0.3123287671232876,0.4691358024691358,0.0,1,126,1,0,17,11,0.0,0,0,1,1
11758,822,1747,1,5,1.0,,,1.0,,,,,0.4702517162471396,2.1227217496962334,925,776.0,15.152061855670103,14.286755771567435,6.726544622425629,8.504124500382685e-05,1,50,0,0,15,10,0.0,0,0,0,1
59,1,31,0,1,,,,1.0,,,,,0.03125,15.5,30,69.0,0.855072463768116,29.5,1.84375,0.0,0,0,0,0,11,10,0.0,0,0,0,1
44,3,35,0,0,,,,1.0,,,,,0.0833333333333333,8.75,32,58.0,0.7586206896551724,11.0,1.2222222222222223,0.0,0,0,0,0,11,10,0.0,0,0,0,1
3,193,183,0,5,,,1.0,1.0,-14400.0,,,,1.048913043478261,0.9432989690721648,-10,2541.0,0.0011806375442739,0.0154639175257731,0.0163043478260869,0.0,1,136,1,0,20,14,0.0,0,0,1,1
422,4367,4803,0,4,,,,1.0,10800.0,,,,0.9090341382181516,1.0995879120879122,436,909.0,0.4642464246424642,0.0966117216117216,0.0878434637801831,0.0,1,49,0,0,16,15,0.0,0,0,0,1
67091,414,312,2337,2,1.0,,1.0,1.0,-36000.0,,,,1.3226837060702876,0.7518072289156627,-102,1178.0,56.95331069609507,161.66506024096387,214.3482428115016,0.0348327669468789,1,98,0,0,14,12,0.0,0,0,0,0
4306,939,1983,373,51,,,1.0,1.0,7200.0,,,,0.4732862903225806,2.1095744680851065,1044,1688.0,2.550947867298578,4.580851063829787,2.1703629032258065,0.086603204086371,1,135,0,0,15,14,0.0,0,0,0,0
43936,1271,1993,13514,5,,,1.0,1.0,-18000.0,,,,0.6374122367101304,1.5668238993710693,722,1774.0,24.76662908680947,34.540880503144656,22.03410230692076,0.3075767576302433,1,54,1,0,11,9,0.0,0,0,1,0
4367,404,1053,5,1,,,1.0,1.0,-10800.0,,,,0.3833017077798861,2.6,649,1654.0,2.640266021765417,10.782716049382715,4.14326375711575,0.0011446886446886,1,102,1,0,19,8,0.25,1,0,4,0
53599,755,318,2785,12,,,1.0,1.0,-14400.0,,,,2.366771159874608,0.4206349206349206,-437,1038.0,51.63680154142582,70.89814814814815,168.0219435736677,0.0519589552238805,1,7,0,0,5,12,0.0,0,0,0,0
329,80,198,13,1,,,1.0,1.0,7200.0,,,,0.4020100502512563,2.4444444444444446,118,1317.0,0.2498101746393318,4.061728395061729,1.6532663316582914,0.0393939393939393,1,123,0,0,14,6,0.0,0,0,0,0
60,4,44,0,0,,,,1.0,,,,,0.0888888888888888,8.8,40,65.0,0.9230769230769232,12.0,1.3333333333333333,0.0,0,0,0,0,14,13,0.0,0,0,0,1
5561,57,185,342,1,,,1.0,1.0,-10800.0,,,,0.3064516129032258,3.189655172413793,128,971.0,5.727085478887744,95.8793103448276,29.897849462365592,0.0614886731391585,1,122,0,0,12,12,0.0,0,0,0,0
68,4,41,0,1,,,,1.0,,,,,0.0952380952380952,8.2,37,73.0,0.9315068493150684,13.6,1.619047619047619,0.0,0,0,0,0,11,10,0.0,0,0,0,1
71,10,42,0,0,,,,1.0,,,,,0.2325581395348837,3.8181818181818175,32,72.0,0.9861111111111112,6.454545454545454,1.6511627906976745,0.0,0,0,0,0,15,14,0.0,0,0,0,1
33,3,40,0,0,,,,1.0,,,,,0.073170731707317,10.0,37,54.0,0.6111111111111112,8.25,0.8048780487804879,0.0,0,0,0,0,13,12,0.0,0,0,0,1
10008,253,359,209,3,,,1.0,1.0,-25200.0,,,,0.7027777777777777,1.4133858267716537,106,1788.0,5.597315436241611,39.40157480314961,27.8,0.0208812069137776,1,36,1,0,19,11,0.0,0,0,1,0
64,1,0,0,0,,,,1.0,10800.0,,,,1.0,0.0,-1,874.0,0.0732265446224256,32.0,64.0,0.0,1,28,0,0,10,11,0.1818181818181818,1,0,0,1
50,54,156,0,0,,,,1.0,10800.0,,,,0.3439490445859872,2.8363636363636364,102,873.0,0.0572737686139748,0.9090909090909092,0.3184713375796178,0.0,1,100,0,0,14,13,0.0,0,0,0,1
3,62,420,0,0,,,,,,,,,0.1472684085510688,6.666666666666667,358,,,0.0476190476190476,0.007125890736342,0.0,0,0,0,0,8,13,0.0769230769230769,1,0,0,1
277,386,283,0,34,,,1.0,1.0,-14400.0,,,,1.3591549295774648,0.7312661498708011,-103,2382.0,0.116288832913518,0.7157622739018088,0.9753521126760564,0.0,1,120,1,0,19,14,0.0,0,0,1,1
14209,129,139,87,3,,,1.0,1.0,7200.0,,,,0.9214285714285714,1.0692307692307692,10,1936.0,7.339359504132231,109.3,101.49285714285716,0.0061224489795918,1,94,0,0,13,6,0.0,0,0,0,0
410,38,64,302,1,,,,1.0,-25200.0,,,,0.5846153846153846,1.641025641025641,26,381.0,1.0761154855643045,10.512820512820513,6.307692307692308,0.7347931873479319,0,0,0,0,11,11,0.0,0,0,0,0
10354,1948,2096,3,88,,,,1.0,-25200.0,,,,0.9289461134954696,1.0754232939969215,148,2255.0,4.591574279379158,5.312467932272961,4.937529804482594,0.0002897151134717,1,130,0,0,13,7,0.2857142857142857,1,0,0,0
2338,200,509,1977,6,,,1.0,1.0,7200.0,,,,0.392156862745098,2.532338308457712,309,1242.0,1.8824476650563609,11.6318407960199,4.584313725490196,0.8452330055579308,1,100,0,0,6,14,0.0,0,0,0,0
2,64,1113,0,0,,,,,,,,,0.0574506283662477,17.123076923076923,1049,,,0.0307692307692307,0.0017953321364452,0.0,0,0,0,0,14,15,0.6,1,0,0,1
256,333,287,0,46,,,1.0,1.0,-14400.0,,,,1.15625,0.8592814371257484,-46,2383.0,0.107427612253462,0.7664670658682635,0.8888888888888888,0.0,1,133,1,0,19,14,0.0,0,0,1,1
17563,40368,30128,8,2858,,,,,,,,,1.339838693617445,0.7463152418935322,-10240,,,0.4350615571354257,0.5829267483155763,0.0004554771122751,1,45,0,1,10,12,0.0,0,0,0,1
11106,668,1287,1,2,,,,1.0,-18000.0,,,,0.5186335403726708,1.9237668161434975,619,1414.0,7.854314002828854,16.60089686098655,8.622670807453416,9.003331232556046e-05,1,78,0,0,12,11,0.0,0,0,0,1
59,1,44,0,0,,,,1.0,,,,,0.0222222222222222,22.0,43,72.0,0.8194444444444444,29.5,1.3111111111111111,0.0,0,0,0,0,13,12,0.0,0,0,0,1
42,3,35,0,0,,,,1.0,,,,,0.0833333333333333,8.75,32,52.0,0.8076923076923077,10.5,1.1666666666666667,0.0,0,0,0,0,15,14,0.0,0,0,0,1
76589,5883,1146,994,41,,,1.0,1.0,-14400.0,,,,5.129032258064516,0.1947654656696125,-4737,1647.0,46.50212507589557,13.016485384092451,66.77332170880558,0.0129781955868912,1,26,0,0,13,8,0.125,1,0,0,0
75,7,41,0,0,,,,1.0,,,,,0.1666666666666666,5.125,34,73.0,1.0273972602739727,9.375,1.7857142857142858,0.0,0,0,0,0,11,10,0.0,0,0,0,1
126,427,264,0,22,,,1.0,1.0,-14400.0,,,,1.6113207547169812,0.616822429906542,-163,2573.0,0.0489700738437621,0.2943925233644859,0.4754716981132075,0.0,1,116,1,0,18,11,0.0,0,0,1,1
54,6,38,0,0,,,,1.0,,,,,0.1538461538461538,5.428571428571429,32,65.0,0.8307692307692308,7.714285714285714,1.3846153846153846,0.0,0,0,0,0,12,11,0.0,0,0,0,1
72,3,39,0,0,,,,1.0,,,,,0.075,9.75,36,71.0,1.0140845070422535,18.0,1.8,0.0,0,0,0,0,14,13,0.0,0,0,0,1
3,57,1411,0,0,,,,,,,,,0.0403682719546742,24.32758620689655,1354,,,0.0517241379310344,0.0021246458923512,0.0,0,0,0,0,14,13,0.0769230769230769,1,0,1,1
43,2,34,0,0,,,,1.0,,,,,0.0571428571428571,11.333333333333334,32,52.0,0.8269230769230769,14.333333333333334,1.2285714285714286,0.0,0,0,0,0,11,10,0.0,0,0,0,1
256,39,75,313,0,,,1.0,1.0,10800.0,,,,0.5131578947368421,1.875,36,110.0,2.327272727272727,6.4,3.3684210526315788,1.2178988326848248,1,36,1,0,18,9,0.0,0,0,1,0
156,588,521,0,10,,,1.0,1.0,-14400.0,,,,1.1264367816091954,0.8845500848896435,-67,2504.0,0.0623003194888178,0.264855687606112,0.2988505747126437,0.0,1,102,1,0,12,12,0.0,0,0,1,1
68297,1229,284,2251,6,,,1.0,1.0,-14400.0,,,,4.312280701754386,0.2308943089430894,-945,2225.0,30.695280898876405,55.5260162601626,239.63859649122807,0.0329585053735102,1,25,0,0,11,13,0.0,0,0,0,0
177,3,32,815,0,,,,,3600.0,,,,0.0909090909090909,8.0,29,121.0,1.462809917355372,44.25,5.363636363636363,4.578651685393258,1,54,1,0,8,12,0.0,0,0,1,0
54,0,38,0,1,,,,1.0,,,,,0.0,38.0,38,66.0,0.8181818181818182,54.0,1.3846153846153846,0.0,0,0,0,0,14,13,0.0,0,0,0,1
77,611,522,0,13,,,1.0,1.0,-14400.0,,,,1.1682600382409178,0.8529411764705882,-89,2505.0,0.0307385229540918,0.1258169934640522,0.147227533460803,0.0,1,106,1,0,12,12,0.0,0,0,1,1
1,309,285,0,1,,,,1.0,-18000.0,,,,1.0804195804195804,0.9193548387096774,-24,2176.0,0.0004595588235294,0.0032258064516129,0.0034965034965034,0.0,1,118,1,0,19,14,0.0,0,0,1,1
8,43,481,0,2,,,,,,,,,0.0892116182572614,10.931818181818182,438,,,0.1818181818181818,0.0165975103734439,0.0,0,0,0,0,14,12,0.25,1,0,0,1
63440,986,658,161,40,,,,1.0,3600.0,,,,1.496206373292868,0.6666666666666666,-328,2589.0,24.503669370413288,64.27558257345491,96.2670713201821,0.0025377910184265,1,88,0,0,12,12,0.0,0,0,0,0
62,0,41,0,1,,,,1.0,,,,,0.0,41.0,41,71.0,0.8732394366197183,62.0,1.4761904761904765,0.0,0,0,0,0,11,10,0.0,0,0,0,1
7,303,278,0,5,,,1.0,1.0,-14400.0,,,,1.086021505376344,0.9144736842105264,-25,2478.0,0.0028248587570621,0.0230263157894736,0.025089605734767,0.0,1,120,1,0,18,13,0.0,0,0,1,1
7492,1860,1968,3783,4,1.0,,1.0,1.0,,,,,0.9446419502285424,1.0574959699086512,108,487.0,15.383983572895277,4.025792584631918,3.8049771457592687,0.5048712131322568,1,121,0,0,13,12,0.0,0,0,0,0
16,562,521,0,6,,,1.0,1.0,-14400.0,,,,1.0766283524904214,0.9253996447602132,-41,2504.0,0.0063897763578274,0.0284191829484902,0.0306513409961685,0.0,1,106,1,0,12,12,0.0,0,0,1,1
51,589,1502,0,0,,,,,,,,,0.3918829008649367,2.545762711864407,913,,,0.0864406779661016,0.0339321357285429,0.0,1,117,0,0,11,10,0.0,0,0,0,1
41,1474,2001,0,2,,,,,,,,,0.7362637362637363,1.3566101694915254,527,,,0.0277966101694915,0.0204795204795204,0.0,0,0,0,0,11,13,0.0,0,0,0,1
5361,275,171,2935,1,,,1.0,1.0,28800.0,,,,1.5988372093023255,0.6195652173913043,-104,1280.0,4.18828125,19.42391304347826,31.16860465116279,0.5473703841850056,1,44,0,0,10,12,0.0,0,0,0,0
67,10,43,0,0,,,,1.0,,,,,0.2272727272727272,3.909090909090909,33,70.0,0.9571428571428572,6.090909090909091,1.5227272727272727,0.0,0,0,0,0,13,12,0.0,0,0,0,1
68,9,37,0,0,,,,1.0,,,,,0.2368421052631578,3.7,28,70.0,0.9714285714285714,6.8,1.7894736842105263,0.0,0,0,0,0,15,14,0.0,0,0,0,1
66,4,43,0,0,,,,1.0,,,,,0.0909090909090909,8.6,39,73.0,0.9041095890410958,13.2,1.5,0.0,0,0,0,0,15,14,0.0,0,0,0,1
80,3,50,0,0,,,,1.0,,,,,0.0588235294117647,12.5,47,70.0,1.1428571428571428,20.0,1.568627450980392,0.0,0,0,0,0,13,12,0.0,0,0,0,1
12119,1172,1836,0,2,,,,1.0,-14400.0,,,,0.637996733805117,1.565217391304348,664,1403.0,8.63791874554526,10.331628303495313,6.5971692977681,0.0,1,45,0,0,10,11,0.1818181818181818,1,0,0,1
39,2,44,0,0,,,,1.0,,,,,0.0444444444444444,14.666666666666666,42,52.0,0.75,13.0,0.8666666666666667,0.0,0,0,0,0,11,10,0.0,0,0,0,1
60,3,33,0,0,,,,1.0,,,,,0.088235294117647,8.25,30,69.0,0.8695652173913043,15.0,1.7647058823529411,0.0,0,0,0,0,13,12,0.0,0,0,0,1
69,11,38,0,0,,,,1.0,,,,,0.282051282051282,3.1666666666666665,27,71.0,0.971830985915493,5.75,1.7692307692307692,0.0,0,0,0,0,13,12,0.0,0,0,0,1
12905,1676,968,1,4,,,,1.0,-14400.0,,,,1.7296181630546956,0.5772212283840191,-708,1396.0,9.244269340974212,7.6952892069171135,13.317853457172342,7.748334108166744e-05,1,77,0,1,12,11,0.0,0,0,0,1
3,54,1447,0,1,,,,,,,,,0.037292817679558,26.30909090909091,1393,,,0.0545454545454545,0.0020718232044198,0.0,0,0,0,0,12,13,0.1538461538461538,1,0,0,1
395,940,1102,2,1,,,,,,,,,0.8522212148685403,1.1710945802337938,162,,,0.4197662061636557,0.3581142339075249,0.005050505050505,1,107,0,0,11,13,0.0769230769230769,1,1,2,1
733,1360,260,0,201,,,1.0,1.0,-14400.0,,,,5.210727969348659,0.1910360029390154,-1100,2558.0,0.2865519937451133,0.5385745775165319,2.8084291187739465,0.0,1,113,1,0,18,12,0.0,0,0,1,1
149,273,241,0,4,,,1.0,1.0,-14400.0,,,,1.128099173553719,0.8795620437956204,-32,2399.0,0.0621092121717382,0.5437956204379562,0.6157024793388429,0.0,1,123,1,0,17,11,0.0,0,0,1,1
3087,220,214,2722,5,,,1.0,1.0,-36000.0,,,,1.0232558139534884,0.9683257918552036,-6,496.0,6.223790322580645,13.968325791855204,14.35813953488372,0.8814766839378239,1,45,0,0,11,15,0.2666666666666666,1,0,0,0
58,6,43,0,0,,,,1.0,,,,,0.1363636363636363,6.142857142857143,37,68.0,0.8529411764705882,8.285714285714286,1.318181818181818,0.0,0,0,0,0,12,11,0.0,0,0,0,1
105,0,0,0,0,,,,1.0,10800.0,,,,0.0,0.0,0,874.0,0.120137299771167,105.0,105.0,0.0,1,70,0,0,15,14,0.0,0,0,0,1
76,5,38,0,0,,,,1.0,,,,,0.1282051282051282,6.333333333333333,33,71.0,1.0704225352112675,12.666666666666666,1.948717948717949,0.0,0,0,0,0,13,12,0.0,0,0,0,1
11444,191,247,59,0,,,1.0,1.0,28800.0,,,,0.7701612903225806,1.2864583333333333,56,1685.0,6.791691394658754,59.60416666666666,46.14516129032258,0.0051550895587592,1,151,0,0,12,11,0.0,0,0,0,0
70,10,41,0,0,,,,1.0,,,,,0.238095238095238,3.727272727272727,31,70.0,1.0,6.363636363636363,1.6666666666666667,0.0,0,0,0,0,15,14,0.0,0,0,0,1
39,16,45,0,0,,,,1.0,,,,,0.3478260869565217,2.647058823529412,29,54.0,0.7222222222222222,2.294117647058824,0.8478260869565217,0.0,0,0,0,0,15,14,0.0,0,0,0,1
66,5,39,0,0,,,,1.0,,,,,0.125,6.5,34,69.0,0.9565217391304348,11.0,1.65,0.0,0,0,0,0,14,13,0.0,0,0,0,1
180,669,1783,0,9,,,,,,,,,0.375,2.6611940298507464,1114,,,0.2686567164179104,0.100896860986547,0.0,0,0,0,0,13,14,0.1428571428571428,1,0,0,1
71,3,38,0,0,,,,1.0,,,,,0.0769230769230769,9.5,35,72.0,0.9861111111111112,17.75,1.8205128205128205,0.0,0,0,0,0,14,13,0.0,0,0,0,1
63,9,34,0,0,,,,1.0,,,,,0.2571428571428571,3.4,25,74.0,0.8513513513513513,6.3,1.8,0.0,0,0,0,0,16,15,0.0,0,0,0,1
67,3,36,0,0,,,,1.0,,,,,0.081081081081081,9.0,33,70.0,0.9571428571428572,16.75,1.8108108108108107,0.0,0,0,0,0,14,13,0.0,0,0,0,1
83,2,32,0,0,,,,1.0,,,,,0.0606060606060606,10.666666666666666,30,71.0,1.1690140845070425,27.666666666666668,2.515151515151515,0.0,0,0,0,0,14,13,0.0,0,0,0,1
6804,931,1385,1773,2,1.0,,1.0,1.0,,,,,0.6717171717171717,1.4860515021459229,454,451.0,15.086474501108649,7.3004291845493565,4.909090909090909,0.2605437178545187,1,119,0,0,6,7,0.0,0,0,0,0
