statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,default_profile_image,geo_enabled,profile_use_background_image,utc_offset,is_translator,protected,verified,followers_friends_ratio,friends_followers_ratio,friends_followers_gap,account_age_days,tweets_per_day,statuses_followers_ratio,statuses_friends_ratio,favourites_statuses_ratio,has_description,description_length,description_has_spam_keyword,description_has_url,name_length,screen_name_length,screen_name_digit_ratio,screen_name_has_digits,screen_name_has_spam_keyword,spam_keyword_count,label
427,75,77,279,0,,,,1.0,,,,,0.9615384615384616,1.013157894736842,2,2071.0,0.2061805890873974,5.618421052631579,5.4743589743589745,0.6518691588785047,1,71,0,0,5,8,0.125,1,0,0,0
416,25,28,2,1,,,,1.0,10800.0,,,,0.8620689655172413,1.0769230769230769,3,1352.0,0.3076923076923077,16.0,14.344827586206897,0.004796163069544364,1,35,0,0,19,11,0.0,0,0,0,0
34627,661,498,15474,1,,,,1.0,-14400.0,,,,1.3246492985971945,0.7522658610271903,-163,1242.0,27.880032206119164,52.30664652567976,69.39278557114228,0.44686380963382233,1,43,0,0,4,7,0.14285714285714285,1,0,0,0
25098,832,644,6107,1,1.0,,1.0,1.0,28800.0,,,,1.289922480620155,0.773109243697479,-188,818.0,30.682151589242054,30.129651860744296,38.91162790697675,0.24331646679150565,1,27,0,0,5,12,0.0,0,0,0,0
283536,7785,424,1157,217,,,1.0,1.0,19800.0,,,,18.31764705882353,0.05445671718469047,-7361,2189.0,129.52763819095478,36.416131518109424,667.1435294117647,0.004080596183214184,1,84,0,0,15,7,0.2857142857142857,1,0,0,0
13634,697,103,5258,30,,,1.0,1.0,19800.0,,,,6.701923076923077,0.14756446991404013,-594,1909.0,7.141959140911472,19.53295128939828,131.09615384615384,0.38562522918958564,1,94,0,0,12,8,0.25,1,0,0,0
10339,385,200,72,7,,,1.0,1.0,19800.0,,,,1.9154228855721394,0.5181347150259067,-185,1646.0,6.281287970838396,26.78497409326425,51.43781094527363,0.006963249516441006,1,134,0,1,15,13,0.0,0,0,0,0
19390,385,252,11,1,1.0,,1.0,1.0,-14400.0,,,,1.5217391304347827,0.6528497409326425,-133,1366.0,14.194729136163982,50.233160621761655,76.6403162055336,0.0005672734773864164,0,0,0,0,16,9,0.0,0,0,0,0
1960,4910,1675,1043,22,,,1.0,1.0,-25200.0,,,,2.9295942720763724,0.34107106495622075,-3235,786.0,2.4936386768447836,0.3991040521278762,1.1694510739856803,0.531871494135645,1,118,0,1,12,11,0.0,0,0,0,0
2766,79,196,587,0,,,,1.0,-25200.0,,,,0.4010152284263959,2.45,117,1396.0,1.981375358166189,34.575,14.040609137055837,0.21214311528731478,1,64,0,0,11,9,0.0,0,0,1,0
3114,28,32,1,0,,,,,-14400.0,,,,0.8484848484848485,1.103448275862069,4,1849.0,1.6841535965386696,107.37931034482759,94.36363636363636,0.00032102728731942215,1,157,1,1,20,13,0.0,0,0,2,0
4236,249,278,1787,0,1.0,,1.0,1.0,,,,,0.8924731182795699,1.112,29,1796.0,2.3585746102449887,16.944,15.182795698924732,0.4217606797262214,1,30,0,0,12,12,0.0,0,0,0,0
33298,698,600,4037,5,,,1.0,1.0,-18000.0,,,,1.161397670549085,0.8583690987124464,-98,1988.0,16.749496981891348,47.63662374821173,55.40432612312812,0.12123487191807562,1,67,1,0,17,10,0.0,0,0,1,0
378,173,312,27,0,,,,1.0,-25200.0,,,,0.5527156549520766,1.793103448275862,139,503.0,0.7514910536779325,2.1724137931034484,1.207667731629393,0.0712401055408971,1,12,0,0,3,12,0.16666666666666666,1,0,0,0
46272,943,750,9355,3,,,,1.0,-21600.0,,,,1.255659121171771,0.7944915254237288,-193,1372.0,33.72594752186589,49.016949152542374,61.6138482023968,0.20216973180904632,1,135,0,0,10,12,0.25,1,0,0,0
1043,81,77,2192,0,1.0,,1.0,1.0,,,,,1.0384615384615385,0.9390243902439024,-4,430.0,2.425581395348837,12.71951219512195,13.371794871794872,2.099616858237548,1,45,0,0,12,15,0.0,0,0,0,0
5194,247,177,3173,0,,,1.0,1.0,-18000.0,,1.0,,1.3876404494382022,0.7137096774193549,-70,1283.0,4.048324240062354,20.943548387096776,29.179775280898877,0.6107795957651588,0,0,0,0,1,14,0.0,0,0,0,0
3547,1651,1754,1607,4,,,1.0,1.0,,,,,0.9407407407407408,1.0617433414043584,103,406.0,8.736453201970443,2.1470944309927362,2.021082621082621,0.4529312288613303,1,102,0,0,13,12,0.0,0,0,0,0
6127,1233,1166,97,10,,,,1.0,-14400.0,,,,1.056555269922879,0.9448946515397083,-67,2204.0,2.77994555353902,4.96515397082658,5.250214224507284,0.015828981723237597,1,132,0,0,12,11,0.0,0,0,0,0
3450,159,124,5059,5,1.0,,1.0,1.0,,,,,1.272,0.775,-35,429.0,8.041958041958042,21.5625,27.6,1.4659518980005795,1,148,0,0,20,11,0.0,0,0,0,0
8102,241,273,1067,0,,,1.0,1.0,7200.0,,,,0.8795620437956204,1.128099173553719,32,1156.0,7.008650519031142,33.47933884297521,29.56934306569343,0.13167962483030976,1,129,1,0,16,11,0.0,0,0,2,0
51961,1401,1335,48065,9,,,1.0,1.0,-18000.0,,,,1.0486526946107784,0.9522111269614836,-66,2008.0,25.87699203187251,37.06205420827389,38.89296407185629,0.9250028867249144,1,139,0,0,16,10,0.3,1,0,0,0
23261,589,396,52,0,,,,1.0,-28800.0,,,,1.4836272040302267,0.6711864406779661,-193,1540.0,15.104545454545455,39.42542372881356,58.5919395465995,0.002235405382168343,1,58,0,0,19,7,0.0,0,0,0,0
14187,358,967,280,8,1.0,,1.0,1.0,-18000.0,,,,0.36983471074380164,2.6935933147632314,609,1568.0,9.047831632653061,39.51810584958217,14.65599173553719,0.01973498731322244,1,101,0,0,9,6,0.0,0,0,0,0
169053,1193,351,3439,25,,,1.0,1.0,7200.0,,,,3.3892045454545454,0.29396984924623115,-842,1189.0,142.1808242220353,141.5854271356784,480.26420454545456,0.020342612419700215,1,158,0,0,7,12,0.16666666666666666,1,0,0,0
3566,136,116,1330,0,,,1.0,1.0,7200.0,,,,1.1623931623931625,0.8467153284671532,-20,1690.0,2.110059171597633,26.029197080291972,30.478632478632477,0.3728623493131483,1,45,0,0,15,13,0.0,0,0,0,0
2366,157,388,287,3,,,,1.0,28800.0,,,,0.40359897172236503,2.4556962025316458,231,737.0,3.2103120759837176,14.974683544303797,6.082262210796915,0.12125052809463456,1,139,0,0,18,13,0.0,0,0,0,0
639,120,64,407,1,,,1.0,1.0,18000.0,,,,1.8461538461538463,0.5289256198347108,-56,564.0,1.1329787234042554,5.2809917355371905,9.830769230769231,0.6359375,1,77,0,0,19,15,0.26666666666666666,1,0,0,0
20291,1114,1292,11382,14,,,,1.0,-25200.0,,,,0.8615622583139985,1.158744394618834,178,1192.0,17.02265100671141,18.198206278026905,15.692962103634958,0.5609107037256061,1,147,1,0,12,12,0.25,1,0,1,0
57768,348,389,13804,4,,,1.0,1.0,,,,,0.8923076923076924,1.1146131805157593,41,739.0,78.17050067658998,165.5243553008596,148.12307692307692,0.23895168689089305,1,95,1,0,6,7,0.0,0,0,1,0
844,93,385,27,0,,,,1.0,19800.0,,,,0.24093264248704663,4.095744680851064,292,1722.0,0.4901277584204414,8.97872340425532,2.1865284974093266,0.03195266272189349,1,39,0,0,13,13,0.0,0,0,0,0
7588,235,112,10979,0,1.0,,1.0,1.0,,,,,2.079646017699115,0.4745762711864407,-123,501.0,15.145708582834331,32.152542372881356,67.15044247787611,1.4466991698511003,1,108,0,0,2,12,0.0,0,0,0,0
20388,399,402,529,3,,,1.0,1.0,-10800.0,,,,0.9900744416873449,1.005,3,1205.0,16.919502074688797,50.97,50.59057071960298,0.025945362695571142,1,73,0,0,7,6,0.0,0,0,0,0
2287,71,56,295,3,,,,1.0,-28800.0,,,,1.2456140350877194,0.7777777777777778,-15,1977.0,1.1568032372281234,31.76388888888889,40.12280701754386,0.12893356643356643,1,77,0,0,13,9,0.0,0,0,0,0
42077,763,97,922,18,,,1.0,1.0,-18000.0,,,,7.785714285714286,0.12696335078534032,-666,2251.0,18.692581075077744,55.074607329842934,429.35714285714283,0.021911687817862065,1,38,0,0,19,11,0.0,0,0,0,0
16948,244,246,5500,3,1.0,,1.0,1.0,,,,,0.9878542510121457,1.0040816326530613,2,802.0,21.13216957605985,69.17551020408163,68.61538461538461,0.3245029205262847,1,20,0,0,4,13,0.0,0,0,0,0
4655,281,421,2466,1,,,,1.0,,,,,0.6658767772511849,1.4929078014184398,140,566.0,8.224381625441696,16.50709219858156,11.030805687203792,0.529639175257732,1,17,0,0,7,12,0.0,0,0,0,0
23875,2134,654,241,8,1.0,,,1.0,-14400.0,,,,3.2580152671755727,0.3063231850117096,-1480,807.0,29.584882280049566,11.182669789227166,36.45038167938932,0.010093818059976545,1,160,1,0,20,14,0.0,0,0,1,0
14537,865,250,0,20,,,1.0,1.0,14400.0,,,,3.446215139442231,0.28868360277136257,-615,1083.0,13.422899353647276,16.78637413394919,57.91633466135458,0.0,1,135,0,0,16,15,0.0,0,0,0,0
8877,400,173,5293,2,,,1.0,1.0,7200.0,,,,2.2988505747126435,0.4314214463840399,-227,1214.0,7.312191103789127,22.13715710723192,51.01724137931034,0.5961928362243749,1,8,0,0,6,11,0.0,0,0,0,0
5057,625,566,919,1,,,1.0,1.0,3600.0,,,,1.1022927689594357,0.9041533546325878,-59,1415.0,3.573851590106007,8.078274760383387,8.918871252204585,0.18169236852510873,1,39,0,0,4,12,0.08333333333333333,1,0,0,0
7135,202,300,299,1,,,1.0,1.0,-10800.0,,,,0.6710963455149501,1.477832512315271,98,1105.0,6.457013574660634,35.14778325123153,23.704318936877076,0.04190022421524664,1,27,0,0,15,13,0.0,0,0,0,0
346,451,403,1875,0,1.0,,,1.0,,,,,1.1163366336633664,0.8915929203539823,-48,718.0,0.4818941504178273,0.7654867256637168,0.8564356435643564,5.403458213256484,1,23,0,0,5,12,0.0,0,0,0,0
3629,269,187,1229,0,,,1.0,1.0,-18000.0,,,,1.4308510638297873,0.6925925925925925,-82,1937.0,1.8735157459989675,13.440740740740742,19.3031914893617,0.33856749311294765,1,27,0,0,3,15,0.0,0,0,0,0
18745,553,1856,81,8,,,1.0,1.0,-18000.0,,,,0.29779213785675823,3.3501805054151625,1303,2138.0,8.767539756782039,33.835740072202164,10.0942380183091,0.004320921796649952,1,125,0,0,15,15,0.0,0,0,0,0
9240,170,143,4567,2,1.0,,1.0,1.0,,,,,1.1805555555555556,0.8362573099415205,-27,317.0,29.14826498422713,54.03508771929825,64.16666666666667,0.49421058327020884,0,0,0,0,7,7,0.0,0,0,0,0
8318,884,250,137,10,,,,,-18000.0,,,,3.5219123505976095,0.2824858757062147,-634,2129.0,3.9069985908877407,9.398870056497175,33.1394422310757,0.016468325519894217,1,142,1,0,13,12,0.08333333333333333,1,0,1,0
1238,192,175,624,0,,,,1.0,-10800.0,,,,1.0909090909090908,0.9067357512953368,-17,691.0,1.7916063675832128,6.414507772020725,7.034090909090909,0.5036319612590799,1,16,0,0,6,15,0.0,0,0,0,0
2182,254,292,620,1,1.0,,1.0,1.0,,,,,0.8668941979522184,1.1450980392156862,38,733.0,2.9768076398362893,8.556862745098039,7.447098976109215,0.28401282638570774,1,15,0,0,8,10,0.0,0,0,0,0
9156,285,205,4088,1,,,1.0,,,,1.0,,1.383495145631068,0.7167832167832168,-80,586.0,15.62457337883959,32.01398601398601,44.44660194174757,0.4464344217538495,1,15,0,0,5,11,0.0,0,0,0,0
911,53,272,1177,1,,,,1.0,7200.0,,,,0.19413919413919414,5.037037037037037,219,1174.0,0.7759795570698467,16.87037037037037,3.336996336996337,1.2905701754385965,0,0,0,0,8,9,0.0,0,0,0,0
38417,344,335,23322,4,,,1.0,1.0,-25200.0,,,,1.0238095238095237,0.9710144927536232,-9,1484.0,25.887466307277627,111.35362318840579,114.33630952380952,0.6070591910042168,1,48,0,0,13,13,0.0,0,0,0,0
13572,701,708,6970,0,,,1.0,1.0,-18000.0,,,,0.9887165021156559,1.0085470085470085,7,2090.0,6.49377990430622,19.333333333333332,19.142454160789846,0.5135194872172696,1,159,0,0,5,14,0.0,0,0,0,0
1523,87,195,66,3,1.0,,1.0,1.0,,,,,0.44387755102040816,2.215909090909091,108,1828.0,0.8331509846827133,17.306818181818183,7.770408163265306,0.04330708661417323,1,26,0,0,11,11,0.0,0,0,0,0
2055,142,129,489,0,1.0,,,1.0,,,,,1.0923076923076922,0.9020979020979021,-13,604.0,3.402317880794702,14.37062937062937,15.807692307692308,0.23784046692607003,0,0,0,0,1,11,0.0,0,0,0,0
24986,650,348,4907,1,1.0,,,1.0,-25200.0,,,,1.8624641833810889,0.5345622119815668,-302,1229.0,20.33034987794955,38.38095238095238,71.59312320916905,0.1963821187017249,1,14,0,0,16,15,0.0,0,0,0,0
21105,415,481,248,1,,,1.0,1.0,7200.0,,,,0.8609958506224067,1.15625,66,1704.0,12.38556338028169,50.73317307692308,43.78630705394191,0.011750213209513883,1,91,0,0,19,10,0.0,0,0,0,0
19515,689,470,2463,26,,,1.0,1.0,7200.0,,,,1.4628450106157111,0.6811594202898551,-219,2204.0,8.854355716878404,28.282608695652176,41.43312101910828,0.12620414019266243,1,107,0,0,7,13,0.0,0,0,0,0
1000,108,155,1326,0,1.0,,,1.0,,,,,0.6923076923076923,1.4220183486238531,47,131.0,7.633587786259542,9.174311926605505,6.410256410256411,1.3246753246753247,1,62,0,0,20,15,0.2,1,0,0,0
2310,651,744,941,4,,,1.0,1.0,-25200.0,,,,0.8738255033557047,1.1411042944785277,93,1560.0,1.4807692307692308,3.542944785276074,3.1006711409395975,0.4071830376460407,1,91,0,0,15,11,0.0,0,1,1,0
1182,220,1040,1388,7,1.0,,,1.0,43200.0,,,,0.21133525456292027,4.705882352941177,820,2274.0,0.5197889182058048,5.34841628959276,1.1354466858789625,1.173288250211327,1,80,0,0,14,13,0.0,0,0,0,0
615,2544,262,979,4,,,1.0,1.0,7200.0,,,,9.673003802281368,0.10294695481335953,-2282,803.0,0.7658779576587795,0.24165029469548133,2.338403041825095,1.5892857142857142,1,104,0,0,19,13,0.0,0,0,0,0
21207,631,213,408,12,,,1.0,1.0,19800.0,,,,2.9485981308411215,0.3370253164556962,-418,2139.0,9.914446002805049,33.55537974683544,99.09813084112149,0.01923802338740098,1,42,0,0,10,10,0.0,0,0,0,0
37989,451,268,3140,9,,,1.0,1.0,-14400.0,,,,1.6765799256505576,0.5929203539823009,-183,2110.0,18.0042654028436,84.04646017699115,141.22304832713755,0.0826533298236378,1,97,1,0,6,7,0.0,0,0,1,0
11452,389,297,5456,0,1.0,,1.0,1.0,,,,,1.3053691275167785,0.7615384615384615,-92,1293.0,8.856921887084301,29.364102564102563,38.42953020134228,0.47638173404348205,1,23,0,0,15,13,0.15384615384615385,1,0,0,0
43447,1068,822,8097,2,,,1.0,,28800.0,,,,1.2976913730255164,0.7689429373246024,-246,825.0,52.663030303030304,40.64265668849392,52.7910085054678,0.18636070705210828,1,20,0,0,6,15,0.0,0,0,0,0
17447,1953,1199,16715,15,,,1.0,1.0,-25200.0,,,,1.6275,0.6136131013306039,-754,780.0,22.367948717948718,8.928863868986694,14.539166666666667,0.9579894543787254,1,87,0,0,4,14,0.0,0,0,0,0
15809,385,353,4688,5,,,1.0,1.0,,,,,1.0875706214689265,0.9145077720207254,-32,494.0,32.002024291497975,40.9559585492228,44.65819209039548,0.2965211891208096,1,18,0,0,3,9,0.0,0,0,0,0
3559,99,105,663,0,,,1.0,1.0,19800.0,,,,0.9339622641509434,1.05,6,1964.0,1.8121181262729125,35.59,33.575471698113205,0.18623595505617976,1,86,0,0,12,9,0.2222222222222222,1,0,0,0
4059,599,585,105,8,,,,1.0,7200.0,,,,1.022184300341297,0.975,-14,1881.0,2.1578947368421053,6.765,6.926621160409557,0.02586206896551724,1,156,0,0,8,9,0.0,0,0,0,0
87311,1878,1882,330,17,,,1.0,1.0,25200.0,,,,0.997344662772172,1.001596593932943,4,2111.0,41.360018948365706,46.46673762639702,46.36802973977695,0.0037795492028587134,1,122,0,0,16,11,0.0,0,0,0,0
13635,665,1168,4724,16,,,,1.0,-18000.0,,,,0.5688622754491018,1.7537537537537538,503,2248.0,6.065391459074733,20.472972972972972,11.663815226689477,0.3464359049574655,1,127,1,0,10,12,0.0,0,0,1,0
23799,462,272,4116,10,1.0,,,1.0,,,,,1.6923076923076923,0.5874730021598272,-190,1311.0,18.153318077803203,51.40172786177106,87.17582417582418,0.17294117647058824,1,143,0,0,8,7,0.14285714285714285,1,0,0,0
4282,32,114,6,3,,,,1.0,-14400.0,,,,0.2782608695652174,3.4545454545454546,82,265.0,16.158490566037734,129.75757575757575,37.23478260869565,0.0014008872285780996,1,159,1,0,11,13,0.0,0,0,1,0
36093,422,326,12075,7,,,,1.0,7200.0,,,,1.290519877675841,0.7706855791962175,-96,1080.0,33.419444444444444,85.32624113475177,110.37614678899082,0.33454313736355074,1,97,0,0,3,14,0.0,0,0,0,0
3028,1915,1804,1441,72,,,1.0,1.0,,,,,1.0609418282548477,0.941544885177453,-111,802.0,3.775561097256858,1.5803757828810021,1.677562326869806,0.47573456586332125,1,159,0,0,13,14,0.0,0,0,0,0
69,100,214,170,1,,,1.0,,-28800.0,,,,0.46511627906976744,2.118811881188119,114,25.0,2.76,0.6831683168316832,0.3209302325581395,2.4285714285714284,1,79,0,0,14,14,0.0,0,0,0,0
157,23,102,23,0,1.0,,,1.0,,,,,0.22330097087378642,4.25,79,1236.0,0.12702265372168284,6.541666666666667,1.5242718446601942,0.14556962025316456,0,0,0,0,13,12,0.0,0,0,0,0
6747,592,254,7636,3,,,1.0,1.0,3600.0,,,,2.3215686274509806,0.42833052276559863,-338,1149.0,5.872062663185378,11.377740303541316,26.458823529411763,1.1315945465323058,1,49,0,0,19,11,0.0,0,0,0,0
5414,486,305,2526,1,1.0,,1.0,1.0,,,,,1.588235294117647,0.6262833675564682,-181,1199.0,4.515429524603837,11.117043121149898,17.69281045751634,0.4664819944598338,1,18,0,0,12,9,0.0,0,0,0,0
5051,167,351,80,4,,,,1.0,3600.0,,,,0.4744318181818182,2.0892857142857144,184,1035.0,4.880193236714976,30.06547619047619,14.349431818181818,0.01583531274742676,1,139,1,0,20,13,0.3076923076923077,1,0,1,0
29146,1347,736,2728,15,,,1.0,1.0,-28800.0,,,,1.8276797829036635,0.5459940652818991,-611,1797.0,16.219254312743463,21.62166172106825,39.54681139755767,0.09359453803135828,1,129,0,0,11,13,0.0,0,0,0,0
9550,500,416,9175,4,,,1.0,1.0,28800.0,,,,1.1990407673860912,0.8303393213572854,-84,997.0,9.578736208625878,19.06187624750499,22.901678657074342,0.9606323945136634,1,91,0,0,9,15,0.13333333333333333,1,0,0,0
718,118,224,180,2,,,,1.0,28800.0,,,,0.5244444444444445,1.8823529411764706,106,460.0,1.5608695652173914,6.033613445378151,3.1911111111111112,0.25034770514603616,1,101,0,0,16,10,0.2,1,0,0,0
5939,720,727,420,6,1.0,,1.0,1.0,7200.0,,,,0.989010989010989,1.0083217753120666,7,487.0,12.195071868583161,8.237170596393897,8.157967032967033,0.0707070707070707,1,76,0,0,6,11,0.0,0,0,0,0
